airport_ident,type,description,frequency_mhz
CKD5,ATF,ATF,123.2
CKE8,UNIC,ATF/UNICOM,122.8
CKF8,ATF,Cookstown Traffic,123.2
CKG8,ATF,Kakabeka Traffic,123
CKH2,UNIC,ATF/UNICOM,122.8
CKL5,ATF,ATF/UNICOM,122.8
CKQ5,ATF,ATF,123.2
CKQ6,ATF,ATF,123.2
CL-0017,TWR,Peldehue Torre,118.6
CL-0017,GNDC,Peldehue Control Terrestre,122
CL-0020,INFO,INFO,126.7
CL35,UNIC,CTAF/UNICOM,122.8
CL46,CTAF,CTAF,122.9
CLA5,MF,Lethbridge Radio,121
CLA6,ATF,,123.2
CLB2,CTAF,,123.2
CLC2,TWR,London Tower,119.4
CLC2,MF,Sault Radio,119.4
CLG3,ATF,,123.2
CLM2,ATF,ATF,123.2
CLV2,CTAF,,122.85
CLW3,CTAF,,123.2
CLW6,ATF,Conestogo Traffic,123.2
CMA2,ATF,,123.2
CMB2,UNICOM LTD HRS O,,123.35
CMB7,CTAF,,123.2
CMF2,TWR,Edmonton International Tower,118.3
CMF3,CTAF,,123.2
CMN5,CTAF,,123.2
CMW3,CTAF,,123.2
CMZ2,ATF,"Arthur Traffic, 3NM below 4600ASL",123.4
CN-0080,TOWER,,130
CN-0164,GND,QINGDAO GND,121.65
CN-0164,TWR,QINGDAO TWR,118.7
CN-0164,APP,QINGDAO,119.4
CN-0164,ATIS,ATIS,127.2
CN-0316,TWR,Chenghu Tower,129.05
CN-0321,TWR,Anji Tianzihu Tower,122.05
CN-0443,TWR,YANTAI TWR,118.45
CNA3,APP,TORONTO CNTR,124.025
CNA3,UNIC,ATF/UNICOM,123
CNA9,TFC,Tomvale Traffic,122.8
CNC2,ATF,Cornwall Traffic,123.2
CNC3,A/D,TORONTO TRML,119.3
CNC3,UNIC,ATF/UNICOM,123.3
CNC4,CTAF,,123
CND4,ATF,UNICOM,123.2
CNE4,UNIC,ATF/UNICOM,122.8
CNE9,CTAF,,122.8
CNF3,UNICOM,"Pendleton Unicom, Saturday and Sunday only",123.3
CNF3,ATF,,123.3
CNF4,CNTR,TORONTO CNTR,134.25
CNF4,UNIC,ATF/UNICOM,122.725
CNJ3,ATF,Fort Erie Traffic,123.2
CNJ4,UNICOM,Orillia UNICOM,122.8
CNJ4,ATF,Orillia Traffic,122.8
CNK4,A/D,TORONTO RDO,126.7
CNK4,UNIC,ATF/UNICOM,122.8
CNK9,TWR,Waterloo Tower,126
CNK9,MF,Waterloo Traffic,126
CNL3,AWOS,AWOS,118.525
CNL3,A/D,MONTREAL CNTR,134.675
CNL3,UNIC,ATF/UNICOM,123
CNM3,A/G,Ambulance Dispatch,129.275
CNN3,CTAF,,122.725
CNN3,A/G,,122.9
CNP3,A/D,OTTAWA TRML,124.275
CNP3,UNIC,ATF/UNICOM,122.7
CNP6,CTAF,,123.2
CNP7,ATF,,122.8
CNP8,ATF,Greenbank Traffic,122.725
CNQ3,A/D,BUFFALO APP,126.5
CNQ3,TCA,TORONTO TRML,133.4
CNQ3,UNIC,ATF/UNICOM,123.5
CNQ4,CNTR,TORONTO CNTR,135.3
CNQ4,UNIC,ATF/UNICOM,123
CNR4,UNIC,ATF/UNICOM,122.8
CNR6,ATF,Carleton Place Traffic,123.2
CNS3,CTAF,,123.2
CNS3,A/G,Ambulance Dispatch,129.275
CNS4,ATF,,123.2
CNU8,ATF,,122.8
CNV3,A/G,Ambulance Dispatch,129.275
CNV4,ATF,,123.3
CNV8,UNICOM,Edenvale Traffic,122.775
CNV8,AWOS,,123.17
CNV9,CTAF,Neuville Traffic,123.35
CNW3,UNICOM,Bancroft Unicom,122.8
CNW3,ATF,Bancroft Traffic,122.8
CNY3,AWOS,,122.175
CNY3,CNTR,TORONTO CNTR,132.575
CNY3,UNIC,ATF/UNICOM,122.85
CNY4,CTAF,,123.2
CNZ4,CTAF,,123.2
CNZ8,TWR,HAMILTON TWR,125
CNZ8,A/D,TORONTO TRML,128.27
CNZ8,UNIC,ATF/UNICOM,123.35
CO00,UNIC,UNICOM,122.8
CO15,UNIC,UNICOM,123.05
CO55,UNIC,UNICOM,123.3
CO90,ASOS,ASOS,118.325
CO90,UNIC,UNICOM,122.725
COB4,CTAF,,123.2
COL2,CTAF,,123.2
COP2,CTAF,,122.8
COR3,ATF,Orono Traffic,123.2
CPA4,CTAF,,122.9
CPB8,UNICOM,,123.2
CPB9,ATF,,122.8
CPC3,CTAF,,123.4
CPC7,ATF,,123.2
CPE2,AMBULANCE DISPAT,,129.275
CPE4,ATF,ATF,123.2
CPF2,CNTR,TORONTO CNTR,132.65
CPF2,RCO,LONDON RDO,122.5
CPF2,UNIC,ATF/UNICOM,122.8
CPF4,TFC,Cobden Traffic,123.2
CPF6,TFC,Stoney Creek Traffic,122.8
CPG5,ATF,,123.2
CPG7,CTAF,,123.4
CPH2,ATF,,122.8
CPK7,TWR,Ottawa Tower,118.8
CPK7,RCO,Quebec Radio,123.15
CPK9,CTAF,,123.4
CPL3,ATF,,123.4
CPM5,CTAF,,123.2
CPP3,ATF,,123.2
CPP6,CTAF,,123.2
CPR2,ATF,Embrun Traffic,123.2
CPR3,ADVISORY,Palmerston traffic,123.2
CPR3,GLIDING,TOGA gliding club,123.4
CPR5,CTAF,,122.8
CPR7,ATF,ATF,123
CPR9,CTAF,,123.4
CPS2,UNICOM,Elmhirst Unicom,122.8
CPS2,ATF,Elmhirst Traffic,122.8
CPS4,ATF,"traffic, 5NM 4000 ASL",123.2
CPT2,ATF,ATF,122.8
CPT3,CTAF,Rocton Unicom,122.725
CPU3,ATF,Rodney Traffic,123.2
CPU6,UNIC,ATF/UNICOM,123.5
CPV2,CTAF,,123.2
CPY9,CTAF,,123.2
CPZ3,TWR,TRENTON TWR,128.7
CPZ3,ATF,ATF,123.3
CPZ3,OPS,TRENTON MIL ADVSY,122.35
CRB2,CTAF,,122.9
CRB5,UNICOM,,122.9
CRJ2,CTAF,,122.9
CRL9,ATF,Kingston Traffic,123.2
CRML,CTAF,,122.9
CRT2,UNICOM LTD HRS O,,122.8
CSA,VHF,CSA Traffic,123.45
CSA,VHF,CSA Traffic,139.33
CSA4,ATF,,123.2
CSB2,A/G,Sable Island UNICOM,122.9
CSB2,MF,,122.75
CSB3,ATF,Traffic Beloeil,122.7
CSC3,CNTR,MONTREAL CNTR,128.225
CSC3,UNIC,ATF/UNICOM,122.8
CSC9,ATF,,123
CSD4,CNTR,MONTREAL CNTR,126.575
CSD4,RCO,QUEBEC RDO,122.1
CSD4,UNIC,ATF/UNICOM,122.8
CSD7,CTAF,,122.9
CSE4,DEP,MONTREAL DEP,132.85
CSE4,CNTR,MONTREAL APP,124.65
CSE4,UNIC,ATF/UNICOM,123
CSE5,UNIC,ATF/UNICOM,122.8
CSG3,UNIC,ATF/UNICOM,123.5
CSG5,ATF,ATF,123.2
CSH4,ATF,ATF,123.2
CSH8,ATF,,123.2
CSJ4,UNIC,ATF/UNICOM,122.8
CSL3,UNIC,ATF/UNICOM,122.7
CSL7,CTAF,,123.4
CSL8,A/G,Ambulance Dispatch,129.275
CSL8,ATF,,123
CSM3,ARR,MONTREAL CNTR,132.35
CSM3,UNIC,ATF/UNICOM,122.8
CSP6,CTAF,,123.2
CSQ3,UNIC,ATF/UNICOM,122.8
CSR3,A/D,MONTREAL CNTR,132.35
CSR3,UNIC,ATF/UNICOM,123
CSR8,ATF,ATF,122.8
CSR8,CNTR,MONTREAL CNTR,125.9
CSR8,RDO,QUEBEC RDO,126.7
CST3,UNICOM,St-Lazare UNICOM,123.5
CST3,ATF,St-Lazare traffic,123.5
CST7,ATF,,123.5
CSU3,ATF,ATF,123.2
CSV8,CTAF,,123.2
CSW5,A/G,Tour de Bell,130.25
CSW5,RADIO,Mirabel Radio,119.1
CSY3,ATF,ATF,123.2
CSZ4,ARCAL,,121.7
CSZ4,ATF,Trafic Saint-Frédéric,122.8
CTA4,ATF,ATF,123.2
CTA4,RDO,QUEBEC RDO,126.7
CTD3,ATF,,123.5
CTF4,CTAF,,123.2
CTG3,A/D,QUEBEC RDO,126.7
CTG3,UNIC,ATF/UNICOM,122.35
CTH2,ATF,"Thor Lake Unicom/Traffic, lighted hrs, 5nm3800ASL",122.725
CTH8,ATF,Cookstown Traffic,123.2
CTT5,ATF,ATF,123.5
CU-0104,TWR,TWR,118.8
CVB2,MF,Voisey's Bay,123.2
CVB2,MF,Voisey's Bay,123.2
CVF2,CTAF,,123.2
CVF3,ATF,Bethany Traffic,123.2
CVL3,ATF,Camden East Traffic,123.2
CWD2,ATF,Collingwood Traffic,122.85
CWF2,CTAF,,123.2
CYAB,MF,,122.1
CYAG,AWOS,AWOS,120
CYAG,CNTR,MINNEAPOLIS CNTR,120.9
CYAG,UNIC,ATF/UNICOM,122.8
CYAM,GND,GND,121.7
CYAM,TWR,TWR,118.8
CYAM,ATIS,ATIS,133.05
CYAM,A/G,MF,118.8
CYAM,CNTR,TORONTO CNTR,132.65
CYAM,RCO,LONDON RDO,122.5
CYAU,CNTR,MONCTON CNTR,123.9
CYAU,UNIC,ATF/UNICOM,122.8
CYAV,GND,GND,121.8
CYAV,TWR,TWR,118.5
CYAV,ATIS,ATIS,125.8
CYAV,ATF,ATF,118.5
CYAW,GND,GND,121.7
CYAW,TWR,TWR,119
CYAW,ATIS,ATIS,129.175
CYAW,A/D,HALIFAX APP/DEP,119.2
CYAW,ATF,ATF,126.2
CYAW,OPS,OPS,30.88
CYAW,PMSV,PMSV METRO,34.46
CYAX,UNIC,ATF/UNICOM,122.8
CYAY,AWOS,AWOS1,118.65
CYAY,ATF,ATF,122.3
CYAY,CNTR,GANDER CNTR,133
CYAY,FSS,RDO,122.3
CYAY,RCO,HALIFAX RDO,123.275
CYAY,RDO,MF,122.3
CYAZ,CNTR,VANCOUVER CNTR,132.9
CYAZ,RCO,PACIFIC RDO,123.25
CYBA,ATF,Banff Traffic,123.3
CYBA,PAL,Edmonton Centre,133.75
CYBA,RDO,Edmonton Radio,123.55
CYBB,ATF,MANDATORY FREQ,122.1
CYBB,RDO,ARPT RDO,122.1
CYBC,A/D,MONTREAL CNTR,134.65
CYBC,RCO,MONT JOLI RDO,118.3
CYBC,RDO,MF MONT JOLI RDO,118.3
CYBD,ATF,ATF,122.8
CYBD,RCO,PACIFIC RDO,126.7
CYBE,ATF,ATF,123.2
CYBF,ATF,ATF,123.2
CYBG,GND,GND,121.7
CYBG,TWR,TWR,126.2
CYBG,ATIS,ATIS,124.2
CYBG,A/D,TRML,127.2
CYBG,AAS,VFR ADVSY,121.2
CYBG,CLD,CLNC DEL,119
CYBG,OPS,WING OPS,26.46
CYBG,PMSV,PMSV,34.46
CYBK,FSS,ARCTIC RDO,568
CYBK,UNIC,ARPT RDO,122.1
CYBL,ATIS,ATIS,128.55
CYBL,A/D,COMOX TRML ARR/DEP,123.7
CYBL,A/G,MF CAMPBELL RDO,122
CYBL,ATF,ATF,122
CYBL,FSS,RDO,122
CYBL,RCO,PACIFIC RDO,126.7
CYBR,A/G,MF,122.1
CYBR,CNTR,WINNIPEG CNTR,132.25
CYBR,RCO,WINNIPEG RDO,126.7
CYBR,RDO,RDO,122.1
CYBW,GND,GND,121.8
CYBW,TWR,TWR,118.2
CYBW,TWR,Tower Inner,120.7
CYBW,ATIS,ATIS,127.9
CYBW,A/G,MF CALGARY  RDO,118.2
CYBW,RCO,EDMONTON RDO,123.375
CYBX,RCO,QUEBEC RDO,122
CYBX,RDO,MF,122
CYCB,ACC,ARTIC RDO,126.7
CYCB,ARTC,ARTIC RDO,126.7
CYCB,ATF,MANDATORY FREQ,122.1
CYCB,OPS,OPS,22.89
CYCB,RDO,ARPT RDO,122.1
CYCC,A/D,BOSTON CNTR,135.25
CYCC,UNIC,ATF/UNICOM,122.775
CYCD,APP,VICTORIA TRML,133.95
CYCD,ATIS,Nanaimo ATIS,128.425
CYCD,ATF,ATF,122.1
CYCD,FSS,RDO,122.1
CYCD,RCO,PACIFIC RDO,126.7
CYCE,UNIC,ATF/UNICOM,122.8
CYCG,ATF,ATF,122.1
CYCG,CNTR,VANCOUVER CNTR,134.2
CYCG,RCO,KAMLOOPS RDO,126.7
CYCG,RDO,RDO,122.1
CYCH,CNTR,MONCTON CNTR,123.7
CYCH,UNIC,ATF/UNICOM,122.7
CYCK,CNTR,CLEVELAND CNTR,132.25
CYCK,UNIC,ATF/UNICOM,123.2
CYCL,A/G,MF,122.2
CYCL,ATF,ATF,122.2
CYCL,CNTR,MONCTON CNTR,134.25
CYCL,RCO,QUEBEC RDO,126.7
CYCN,ATF,ATF,122.8
CYCO,ATF,MANDATORY FREQ,122.1
CYCO,RDO,ARPT RDO,122.1
CYCP,ATF,ATF,123.2
CYCQ,ATF,ATF,123.2
CYCQ,RCO,EDMONTON RDO,126.7
CYCT,ATF,ATF,122.8
CYCW,UNIC,ATF/UNICOM,122.7
CYCY,AWOS,AWOS,124.6
CYCY,ATF,MANDATORY FREQ,122.1
CYCY,RDO,ARPT RDO,122.1
CYCZ,ATF,ATF,123.2
CYCZ,RCO,PACIFIC RDO,126.7
CYDA,ATF,MANDATORY FREQ,122.1
CYDA,RCO,WHITEHORSE RDO,126.7
CYDA,RDO,ARPT RDO,122.1
CYDB,AWOS,AWOS,128.7
CYDB,ATF,MANDTORY FREQUENCY,122.1
CYDB,RCO,WHITEHORSE RDO,126.7
CYDB,RDO,ARPT RDO,122.1
CYDC,ATF,ATF,123.2
CYDC,CNTR,VANCOUVER,135
CYDC,RCO,PACIFIC RDO,125.85
CYDF,CNTR,GANDER CNTR,134.6
CYDF,FSS,RDO,122.2
CYDF,RCO,HALIFAX RDO,126.7
CYDF,RDO,MF,122.2
CYDL,ATF,ATF,123.2
CYDL,CNTR,EDMONTON CNTR,134.05
CYDL,RCO,WHITEHORSE RDO,126.7
CYDN,AWOS,AWOS,128.6
CYDN,A/G,MF WINNIPEG RDO,122.3
CYDN,RCO,WINNIPEG RDO,122.3
CYDO,A/D,ROBERVAL RDO,126.7
CYDO,UNIC,ATF/UNICOM,122.7
CYDQ,A/G,MF PEACE RIVER RDO,122.2
CYDQ,RDO,RCO,122.2
CYEE,CNTR,TORONTO CNTR,124.025
CYEE,UNIC,ATF/UNICOM,122.85
CYEG,GND,GND,121.7
CYEG,TWR,TWR,118.3
CYEG,APP,APP,118.3
CYEG,DEP,DEP,133.65
CYEG,ATIS,ATIS,128
CYEG,AAS,TWR VFR ADVSY SVC,118.3
CYEG,ARR,ARR,120.5
CYEG,CLD,CLNC DEL,124.1
CYEG,FSS,RDO,122.5
CYEG,INFO,EXEC FLT CTR,122.95
CYEG,INFO,FLT TECH AVN INC,123
CYEK,AWOS,AWOS,128.7
CYEK,RDO,ARPT RDO,122.1
CYEL,CNTR,TORONTO CNTR,135.4
CYEL,UNIC,ATF/UNICOM,123
CYEM,CNTR,TORONTO CNTR,135.4
CYEM,UNIC,ATF/UNICOM,122.8
CYEN,ATF,ATF,123
CYES,UNIC,ATF/UNICOM,122.8
CYET,AWOS,,128.75
CYET,ATF,ATF,123.2
CYEU,UNIC,ATF/UNICOM,122.8
CYEV,ATIS,Lighted hrs,128.5
CYEV,MF,"Inuvik Radio, 5nm below 3200",122.3
CYEV,PAL,Edmonton Control,132.4
CYEV,RADIO,,122.3
CYEV,RCO,Artic Radio (FISE),123.375
CYEV,VDF,,122.3
CYEY,CNTR,MONTREAL CNTR,125.9
CYEY,RDO,QUEBEC RDO,126.7
CYEY,UNIC,ATF/UNICOM,122.8
CYFB,APRON ADV,,122.925
CYFB,FSS,RDO,122.2
CYFB,INTL AIR,Gander Radio,126.9
CYFB,MF,"Iqalluit Radio, 5nm below 3100ASL",122.2
CYFB,PAL,Montreal Control,134.55
CYFB,RCO,"Artic Radio, (FISW)",123.275
CYFB,VDF,,122.2
CYFC,A/G,MF,119
CYFC,CNTR,MONCTON CNTR,124.3
CYFC,RDO,RDO,119
CYFD,A/D,TORONTO TRML,128.27
CYFD,UNIC,ATF/UNICOM,122.825
CYFE,ATF,ATF,123.2
CYFJ,ATF,ATF/UNICOM,122.7
CYFJ,PAL,Montreal Center,133.9
CYFO,A/G,WINNIPEG RDO MF,122
CYFO,RCO,WINNIPEG RDO,122
CYFR,ATF,MANDATORY FREQ,122.1
CYFR,RDO,ARPT RDO,122.1
CYFS,CNTR,EDMONTON CNTR,135.4
CYFS,MF,FT SIMPSON RDO,122.2
CYFS,RCO,YELLOWKNIFE RDO,126.7
CYGB,ATF,ATF,122.7
CYGD,CNTR,TORONTO CNTR,135.3
CYGD,UNIC,ATF/UNICOM,122.7
CYGE,RCO,PACIFIC RDO,126.7
CYGE,UNIC,ATF/UNICOM,122.8
CYGH,ATF,MANDATORY FREQ,122.1
CYGH,FSS,NORMAN WELLS RDO,126.7
CYGH,RDO,AIRPORT RDO,122.1
CYGK,ATF,Kingston Traffic,122.5
CYGK,MF,"Kingston Radio, 0615-2300 local",122.5
CYGK,RADIO,Kingston Radio,122.5
CYGK,RCO,London Radio,123.55
CYGK,VDF,Kingston Radio,122.5
CYGL,A/G,MF,122.3
CYGL,CNTR,MONTREAL CNTR,132.1
CYGL,RCO,QUEBEC RDO,126.7
CYGL,RDO,RDO,122.3
CYGM,A/G,MF,122.15
CYGM,UNIC,UNICOM,122.15
CYGP,RCO,QUEBEC RDO,122.3
CYGP,RDO,MF QUEBEC RDO,122.3
CYGQ,RCO,LONDON RADIO,123.475
CYGQ,UNIC,ATF/UNICOM,122.8
CYGR,CNTR,MONCTON CNTR,134.35
CYGR,FSS,MADELEINE RDO,123.15
CYGR,RCO,QUEBEC RDO,126.7
CYGR,RDO,MF,123.15
CYGV,AWOS,AWOS,125.95
CYGV,RCO,QUEBEC RDO,122
CYGV,RDO,MF,122
CYHB,ATF,ATF,122.8
CYHD,A/G,MIN NATL RESOURCES,122.9
CYHD,CNTR,WINNIPEG CNTR,132.2
CYHD,RCO,WINNIPEG RDO,122.1
CYHD,RDO,MF,122.1
CYHE,MF,,123.3
CYHF,UNIC,ATF/UNICOM,122.8
CYHI,ATF,MANDATORY FREQ,122.1
CYHI,RDO,ARPT RDO,122.1
CYHK,ATF,MANDATORY FREQ,122.1
CYHK,RDO,ARPT RDO,122.1
CYHM,GND,GND,121.6
CYHM,TWR,TWR,125
CYHM,ATIS,ATIS,128.1
CYHM,A/D,TORONTO TRML,119.7
CYHN,UNIC,ATF/UNICOM,122.8
CYHR,AWOS,AWOS,122.55
CYHR,ATF,ATF,123.5
CYHS,UNIC,ATF/UNICOM,122.8
CYHU,GND,GND,126.4
CYHU,TWR,TWR,118.4
CYHU,ATIS,ATIS,124.9
CYHU,A/G,MF,118.4
CYHU,CNTR,MONTREAL CNTR,125.15
CYHU,INFO,VFR ADVSY,134.15
CYHU,RDO,QUEBEC RDO,118.4
CYHY,A/D,YELLOWKNIFE RDO,126.7
CYHY,CNTR,EDMONTON CNTR,133.85
CYHY,UNIC,MANDATORY FREQ,122.3
CYHZ,GND,GND,121.9
CYHZ,TWR,TWR,118.4
CYHZ,ATIS,ATIS,121
CYHZ,A/D,TRML,118.7
CYHZ,CLD,CLNC DEL,123.95
CYHZ,CNTR,MONCTON CNTR,118.7
CYHZ,RDO,RDO,123.275
CYHZ,RMP,APN ADVSY,122.125
CYIB,A/G,MF,122.3
CYIB,ATF,ATF,122.3
CYIB,RCO,WINNIPEG RDO,123.275
CYID,UNIC,ATF/UNICOM,122.8
CYIF,RCO,QUEBEC RDO,126.7
CYIF,UNIC,ATF/UNICOM,123.5
CYIK,A/G,ARPT RDO,122.1
CYIK,ATF,MF/CTAF,122.1
CYIO,AWOS,AWOS,128.3
CYIO,RDO,RDO,122.1
CYJM,ATF,ATF,123.2
CYJN,GND,GND,121.7
CYJN,TWR,TWR,118.2
CYJN,A/D,MONTREAL APP DEP,125.15
CYJN,A/G,VFR ADVSY,134.15
CYJN,ATF,ATF,118.2
CYJT,CNTR,GANDER CNTR,132.3
CYJT,RCO,HALIFAX RDO,126.7
CYJT,RDO,MF,122.1
CYKA,CLNC DEL,Light hrs,121.9
CYKA,MF,"Kamloops Radio, 5nm below 4100ASL",125.7
CYKA,PAL,Vancouver Control,132.35
CYKA,PVT ADV,Shell Aerocenter,123
CYKA,RCO,Pacific Radio (FISE),123.375
CYKA,VDF,,125.7
CYKD,ATF,ATF,122.1
CYKD,RDO,ARPT RDO,122.1
CYKF,GND,Waterloo Ground,121.8
CYKF,TWR,"Waterloo Tower, secondary",118.55
CYKF,TWR,"Waterloo Tower, primary",126
CYKF,DEP,Toronto Terminal,128.275
CYKF,ATIS,ATIS,125.1
CYKF,ARR,Toronto Terminal,128.275
CYKF,MF,"Waterloo Traffic, 5nm below 4000 ASL, 04Z to 12Z",126
CYKF,PAL,Toronto Control,128.275
CYKL,AWOS,AWOS,124.6
CYKL,A/G,MF,122.2
CYKL,CNTR,MONTREAL CNTR,132.9
CYKL,FSS,QUEBEC RDO,126.7
CYKL,RCO,QUEBEC RDO,126.7
CYKM,UNIC,ATF/UNICOM,122.8
CYKO,ATF,MF/CTAF,122.1
CYKO,INFO,ARPT RDO,122.1
CYKO,RDO,QUEBEC RDO,126.7
CYKX,ATF,ATF,122.8
CYKY,ATF,ATF,122.8
CYLB,ATF,ATF,123.2
CYLB,CNTR,EDMONTON CNTR,134.7
CYLB,RCO,EDMONTON RDO,126.7
CYLD,UNIC,ATF/UNICOM,122.8
CYLI,ATF,ATF,123.2
CYLJ,A/D,COLD LAKE TRML,124.5
CYLJ,ATF,ATF,122.8
CYLL,A/G,MF LLOYDMINSTER RDO,122.2
CYLL,CNTR,EDMONTON CNTR,133.45
CYLL,RCO,EDMONTON RDO,126.7
CYLL,RDO,RDO,122.2
CYLQ,CNTR,MONTREAL CNTR,134.5
CYLQ,UNIC,ATF/UNICOM,122.8
CYLR,ATF,ATF,123.2
CYLS,AWOS,AWOS,122.975
CYLS,CNTR,TORONTO CNTR,124.025
CYLS,UNIC,ATF/UNICOM,122.7
CYLT,OPS,OPS,568
CYLW,GND,GND,121.7
CYLW,TWR,TWR,119.6
CYLW,ATIS,ATIS,127.5
CYLW,A/G,PACIFIC RDO,126.7
CYLW,EMR,EMR,122.675
CYLW,RCO,PENTICTON RDO,119.6
CYLW,VDF,,119.6
CYMA,CNTR,EDMONTON CNTR,134.65
CYMA,RCO,WHITEHORSE RDO,126.7
CYMA,RDO,ARPT RDO,122.1
CYME,CNTR,MONTREAL CNTR,134.65
CYME,UNIC,ATF/UNICOM,122.8
CYMG,A/D,LONDON RDO,126.7
CYMG,UNIC,ATF/UNICOM,122.8
CYMJ,GND,GND,121.8
CYMJ,TWR,TWR,126.2
CYMJ,DEP,DEP,119
CYMJ,ATIS,ATIS,25.78
CYMJ,ARR,ARR,119
CYMJ,ARR,ARR,28.94
CYMJ,ARR,ARR,38.13
CYMJ,CLD,CLNC DEL,135.3
CYMJ,OPS,WING OPS,23.01
CYMJ,PMSV,PMSV,34.46
CYML,CNTR,MONTREAL CNTR,125.1
CYML,UNIC,ATF/UNICOM,123
CYMM,GND,Fort McMurray Ground,121.9
CYMM,TWR,Fort McMurray Tower,118.1
CYMM,ATIS,ATIS,128.5
CYMM,CNTR,EDMONTON CNTR,135.7
CYMM,MF,Peace River Radio,118.1
CYMM,RCO,EDMONTON RDO,123.55
CYMO,AWOS,AWOS,124.8
CYMO,A/G,MF,122.5
CYMO,ATF,ATF,122.5
CYMO,CNTR,TORONTO CNTR,133.725
CYMO,RCO,TIMMINS RDO,122.5
CYMT,CNTR,MONTREAL CNTR,127.3
CYMT,RCO,QUEBEC RDO,122
CYMW,CNTR,MONTREAL CNTR,126.57
CYMW,UNIC,ATF/UNICOM,122.8
CYMX,DEP,Montreal Departure,132.85
CYMX,ATIS,ATIS (English) 450-476-3031,125.7
CYMX,ATIS,ATIS (French) 450-476-3095,126.1
CYMX,ARR,Montreal Arrival,124.65
CYMX,ARR,Montreal Arrival,132.85
CYMX,ARR,Montreal Arrival,268.3
CYMX,MF,Mirabel Radio,119.1
CYMX,RDR,VFR ADVSY,134.15
CYMX,RMP,APRON ADVSY,122.4
CYMY,UNIC,ATF/UNICOM,122.8
CYNA,AWOS,AWOS,126.25
CYNA,RCO,QUEBEC RDO,122.2
CYNA,RDO,MF QUEBEC RDO,122.2
CYND,DEP,Ottawa Departures,128.175
CYND,ARR,Ottawa Arrivals,128.175
CYND,ATF,Gatineau Traffic,122.3
CYND,MF,"Gatineau Radio, 0630-2115 local",122.3
CYND,RCO,Quebec Radio,123.375
CYND,TML,Ottawa Terminal,127.7
CYNH,ATF,ATF,123.2
CYNJ,GND,Langley Ground,121.9
CYNJ,TWR,Langley Tower,119
CYNJ,ATIS,,124.5
CYNM,AWOS,AWOS,127.45
CYNM,RCO,QUEBEC RDO,123.55
CYNM,UNIC,ATF/UNICOM,122.8
CYOA,CTAF,,122.7
CYOA,PAL,Edmonton Center,135.175
CYOA,RCO,Arctic Radio (FISE),123.275
CYOC,ATF,MANDATORY FREQ,122.1
CYOC,RDO,ARPT RDO,122.1
CYOD,GND,GND,121.9
CYOD,TWR,TWR,126.2
CYOD,APP,APP,124.5
CYOD,DEP,DEP,124.5
CYOD,ATIS,ATIS,26
CYOD,A/G,TRAN SVCG,30.87
CYOD,ARR,ARR,124.5
CYOD,CLD,CLNC DEL,120.6
CYOD,OPS,WING OPS,34.02
CYOD,PMSV,PMSV,34.46
CYOJ,A/G,MF HIGH LEVEL RDO,123.25
CYOJ,CNTR,EDMONTON CNTR,123.7
CYOJ,FSS,RDO,123.25
CYOJ,RCO,EDMONTON RDO,126.7
CYOO,GND,GND,118.4
CYOO,TWR,TWR,120.1
CYOO,APP,TORONTO TRML,133.4
CYOO,ATIS,ATIS,125.675
CYOO,A/G,MF,120.1
CYOP,UNIC,ATF/UNICOM,122.8
CYOS,CNTR,TORONTO CNTR,132.575
CYOS,UNIC,ATF/UNICOM,123
CYOW,GND,Ottawa Ground,121.9
CYOW,TWR,Ottawa Tower,118.8
CYOW,DEP,Ottawa Departures,128.175
CYOW,ATIS,English ATIS,121.15
CYOW,ATIS,French ATIS,132.95
CYOW,ARR,Ottawa Arrivals,135.15
CYOW,CLNC DEL,Ottawa Clearance,119.4
CYOW,RCO,Quebec Radio,123.15
CYOW,TML,Ottawa Terminal,127.7
CYPA,DEP,Winnipeg Control,133.9
CYPA,ARR,Winnipag Control,133.9
CYPA,INFO,ATHABASKA AWYS,129.45
CYPA,MF,"Prince Albert Radio, 5nm below 4400ASL",122.3
CYPA,RADIO,Prince Albert Radio,122.3
CYPA,RCO,Winnipeg Radio,123.475
CYPA,VDF,,122.3
CYPC,ATF,MANDATORY FREQ,122.1
CYPC,RDO,ARPT RDO,122.1
CYPD,RDO,HALIFAX RDO,126.7
CYPD,UNIC,ATF/UNICOM,122.8
CYPE,A/G,MF,122.3
CYPE,CNTR,EDMONTON CNTR,133.275
CYPE,FSS,RDO,122.3
CYPE,RCO,EDMONTON RDO,123.275
CYPG,GND,GND,121.7
CYPG,TWR,TWR,126.2
CYPG,ATIS,ATIS,120.85
CYPG,ATF,ATF,126.2
CYPK,GND,GND,123.8
CYPK,TWR,TWR,126.3
CYPK,ATIS,ATIS,125
CYPK,ATF,ATF,126.3
CYPL,RCO,WINNIPEG RDO,122.2
CYPL,RDO,MF THUNDER BAY RDO,122.2
CYPN,UNIC,ATF/UNICOM,123.5
CYPQ,AWOS,AWOS,126.925
CYPQ,CNTR,TORONTO CNTR,134.25
CYPQ,UNIC,ATF/UNICOM,123
CYPR,A/G,RUPERT RDO,122.5
CYPR,CNTR,VANCOUVER CNTR,128
CYPR,RCO,TERRACE RDO,122.5
CYPR,RDO,PACIFIC RDO,126.7
CYPS,ATF,ATF,123.2
CYPT,CNTR,CLEVELAND CNTR,126.35
